DATE,HOUR,KW
2014-01-09,9,14215.7828427796
2014-01-09,10,14230.809889430644
2014-01-09,11,14085.623531682471
2014-01-09,12,13818.607664551297
2014-01-09,13,13585.331001293624
2014-01-09,14,13298.434321320075
2014-01-09,15,13194.125389218982
2014-01-09,16,13458.21504926118
2014-01-09,17,14103.453178083098
2014-01-09,18,14613.400999050891
2014-01-09,19,14447.510488200598
2014-01-09,20,14107.635474778785
2014-01-09,21,13493.000861048677
2014-01-09,22,12456.689362287092
2014-01-09,23,11486.538100000002
2014-01-10,0,10734.561275249607
2014-01-10,1,10355.733976530277
2014-01-10,2,10127.268105406642
2014-01-10,3,10009.565050965326
2014-01-10,4,10164.893982449616
2014-01-10,5,10854.265836738816
2014-01-10,6,12008.782124240575
2014-01-10,7,12398.602236007991
2014-01-10,8,12018.830791364044
2014-01-10,9,11920.109649242197
2014-01-10,10,11895.988628770703
2014-01-10,11,11801.9429451802
2014-01-10,12,11603.65518763257
2014-01-10,13,11354.792581320684
2014-01-10,14,11084.869126423871
2014-01-10,15,10887.412012329138
2014-01-10,16,10751.629445982811
2014-01-10,17,11003.457833559249
2014-01-10,18,11601.18907778336
2014-01-10,19,11422.10148366619
2014-01-10,20,11177.404919126851
2014-01-10,21,10977.622297311764
2014-01-10,22,10568.492361189696
2014-01-10,23,10045.977899999998
2014-01-11,0,9629.31372303424
2014-01-11,1,9454.440868996106
2014-01-11,2,9458.105487096218
2014-01-11,3,9625.192531121262
2014-01-11,4,10001.210894444655
2014-01-11,5,10636.55377579676
2014-01-11,6,11479.608096922972
2014-01-11,7,12279.103960089822
2014-01-11,8,12569.227265721913
2014-01-11,9,12371.080182324093
2014-01-11,10,12005.5335753209
2014-01-11,11,11492.645501926278
2014-01-11,12,10972.520332405811
2014-01-11,13,10475.613085941715
2014-01-11,14,10134.905565389125
2014-01-11,15,9880.206993773065
2014-01-11,16,9850.810121835682
2014-01-11,17,10264.741620834302
2014-01-11,18,11110.238650703495
2014-01-11,19,11218.4972751084
2014-01-11,20,11213.975635671111
2014-01-11,21,11129.995753165733
2014-01-11,22,10866.67357639598
2014-01-11,23,10480.240599999996
2014-01-12,0,10159.625242304748
2014-01-12,1,9984.643137844583
2014-01-12,2,9926.671446196304
2014-01-12,3,9941.068170619326
2014-01-12,4,10099.951388231784
2014-01-12,5,10410.262055359222
2014-01-12,6,10872.276671860482
2014-01-12,7,11324.821347227671
2014-01-12,8,11546.371778792029
2014-01-12,9,11333.356181849256
2014-01-12,10,10961.36390208126
2014-01-12,11,10581.551640000009
2014-01-12,12,10283.204797116125
2014-01-12,13,10050.90544490786
2014-01-12,14,9875.621920775988
2014-01-12,15,9757.609563450696
2014-01-12,16,9811.488599704882
2014-01-12,17,10423.822467014032
2014-01-12,18,11248.447801073007
2014-01-12,19,11366.55934424048
2014-01-12,20,11120.30856771956
2014-01-12,21,10641.855314655477
2014-01-12,22,9825.459640255807
2014-01-12,23,8938.1395
2014-01-13,0,8349.206805196674
2014-01-13,1,8028.738067879953
2014-01-13,2,7891.55456963501
2014-01-13,3,7951.555825309565
2014-01-13,4,8330.554758836168
2014-01-13,5,9392.723179321838
2014-01-13,6,11171.491210456305
2014-01-13,7,12037.277300893584
2014-01-13,8,11756.498456599958
2014-01-13,9,11623.921754644978
2014-01-13,10,11586.403222935242
2014-01-13,11,11437.24853698822
2014-01-13,12,11221.431850768253
2014-01-13,13,11066.226146047578
2014-01-13,14,10828.361761727425
2014-01-13,15,10619.136797923751
2014-01-13,16,10725.201541733297
2014-01-13,17,11346.105783117087
2014-01-13,18,12482.949511636758
2014-01-13,19,12601.950791931684
2014-01-13,20,12623.392154488012
2014-01-13,21,12353.367562908692
2014-01-13,22,11669.053030783396
2014-01-13,23,10966.5806
2014-01-14,0,10659.066677151828
2014-01-14,1,10543.971070285028
2014-01-14,2,10626.620132342296
2014-01-14,3,10877.834754363676
2014-01-14,4,11452.447340440753
2014-01-14,5,12705.110243932424
2014-01-14,6,14509.1016853199
2014-01-14,7,15088.111753225254
2014-01-14,8,14253.1977559713
2014-01-14,9,13347.78450648164
2014-01-14,10,12615.78467906427
2014-01-14,11,11994.678008401754
2014-01-14,12,11499.51082920596
2014-01-14,13,11195.793109336648
2014-01-14,14,10889.467723507016
2014-01-14,15,10743.56804003109
2014-01-14,16,10873.998371347752
2014-01-14,17,11685.939309676058
2014-01-14,18,12720.635788491209
2014-01-14,19,12862.252742771883
2014-01-14,20,12834.938263123737
2014-01-14,21,12577.992937052712
2014-01-14,22,11886.339499749009
2014-01-14,23,11230.824000000002
2014-01-15,0,10972.512844329758
2014-01-15,1,10966.953825331577
2014-01-15,2,11225.27917116462
2014-01-15,3,11577.844370964673
2014-01-15,4,12185.27110446958
2014-01-15,5,13481.147055421065
2014-01-15,6,15275.659438823535
2014-01-15,7,15971.959439308364
2014-01-15,8,15193.06820296206
2014-01-15,9,14333.491067126984
2014-01-15,10,13605.50335688414
2014-01-15,11,12936.189921391033
2014-01-15,12,12383.851462731503
2014-01-15,13,11952.103084994576
2014-01-15,14,11542.960725084944
2014-01-15,15,11247.38757095936
2014-01-15,16,11341.195840185264
2014-01-15,17,12015.225082942756
2014-01-15,18,13214.86693286914
2014-01-15,19,13423.260672294851
2014-01-15,20,13468.535565771654
2014-01-15,21,13170.43501478692
2014-01-15,22,12383.973740990348
2014-01-15,23,11608.1478
2014-01-16,0,11168.057899919317
2014-01-16,1,11031.929195854196
2014-01-16,2,11032.095841011094
2014-01-16,3,11209.224626824189
2014-01-16,4,11707.37191547604
2014-01-16,5,12888.649712982877
2014-01-16,6,14590.636678454905
2014-01-16,7,15107.696328591252
2014-01-16,8,14266.221872931816
2014-01-16,9,13562.028544342142
2014-01-16,10,12917.189239375595
2014-01-16,11,12299.679668950936
2014-01-16,12,11788.45944795672
2014-01-16,13,11431.72307906543
2014-01-16,14,11207.557346643249
2014-01-16,15,11062.53246569753
2014-01-16,16,11072.524759011443
2014-01-16,17,11534.613808800295
2014-01-16,18,12583.7494700433
2014-01-16,19,12760.15273514741
2014-01-16,20,12768.46963115569
2014-01-16,21,12419.513353613882
2014-01-16,22,11657.405974996203
2014-01-16,23,10877.2473
2014-01-17,0,10427.592484239847
2014-01-17,1,10262.978109230851
2014-01-17,2,10177.075714534296
2014-01-17,3,10266.332859966173
2014-01-17,4,10670.231973200944
2014-01-17,5,11776.112627759034
2014-01-17,6,13463.706631872989
2014-01-17,7,14148.07169888144
2014-01-17,8,13776.154203675673
2014-01-17,9,13415.461241371118
2014-01-17,10,13048.28089908825
2014-01-17,11,12662.532909656858
2014-01-17,12,12170.058231985571
2014-01-17,13,11829.218420625291
2014-01-17,14,11407.07430948757
2014-01-17,15,11103.990182126478
2014-01-17,16,11041.245067406528
2014-01-17,17,11653.60490519907
2014-01-17,18,12792.858211926612
2014-01-17,19,13049.41194714693
2014-01-17,20,13095.408138482288
2014-01-17,21,13091.916449974104
2014-01-17,22,12693.84894345014
2014-01-17,23,12134.793700000002
2014-01-18,0,11790.275433042392
2014-01-18,1,11580.76531227678
2014-01-18,2,11515.714423087771
2014-01-18,3,11600.297679477457
2014-01-18,4,11796.209162432382
2014-01-18,5,12257.48224152107
2014-01-18,6,12956.98542949398
2014-01-18,7,13534.919656930471
2014-01-18,8,13623.67784360199
2014-01-18,9,13170.037423480648
2014-01-18,10,12594.085453320731
2014-01-18,11,11939.310700992368
2014-01-18,12,11221.8320531665
2014-01-18,13,10611.405036564349
2014-01-18,14,10122.4921617872
2014-01-18,15,9857.705517517155
2014-01-18,16,9777.431831512664
2014-01-18,17,10147.679040965082
2014-01-18,18,10991.137505065177
2014-01-18,19,11022.428269498
2014-01-18,20,10960.37582029172
2014-01-18,21,10821.810817359084
2014-01-18,22,10439.48922828708
2014-01-18,23,10072.1285
2014-01-19,0,9749.682530663964
2014-01-19,1,9669.793208354482
2014-01-19,2,9774.880110273383
2014-01-19,3,10023.180764899
2014-01-19,4,10396.561924390702
2014-01-19,5,10995.201279413272
2014-01-19,6,11759.410120914476
2014-01-19,7,12524.384177691549
2014-01-19,8,12737.744858859804
2014-01-19,9,12256.340056707597
2014-01-19,10,11600.474163782012
2014-01-19,11,10972.617800653652
2014-01-19,12,10461.3908699884
2014-01-19,13,10120.524279328229
2014-01-19,14,9791.984611997095
2014-01-19,15,9601.686325884984
2014-01-19,16,9574.858129357348
2014-01-19,17,10044.875628180887
2014-01-19,18,11028.838191267016
2014-01-19,19,11192.273462915042
2014-01-19,20,11034.264101941486
2014-01-19,21,10928.37206403575
2014-01-19,22,10473.542576942686
2014-01-19,23,9925.3625
2014-01-20,0,9591.933722586882
2014-01-20,1,9479.703324251765
2014-01-20,2,9508.784171103023
2014-01-20,3,9635.757939055798
2014-01-20,4,10088.833782729998
2014-01-20,5,10976.574324852656
2014-01-20,6,12079.76221207228
2014-01-20,7,12665.696340554268
2014-01-20,8,12585.52377518904
2014-01-20,9,12255.004235631988
2014-01-20,10,11877.171799939402
2014-01-20,11,11481.726496038653
2014-01-20,12,11145.187881189344
2014-01-20,13,10906.031698392888
2014-01-20,14,10725.166284194913
2014-01-20,15,10588.162919884477
2014-01-20,16,10531.557989229
2014-01-20,17,10839.632842968544
2014-01-20,18,11726.13538639116
2014-01-20,19,11794.529403940322
2014-01-20,20,11563.704973770558
2014-01-20,21,11066.67511408512
2014-01-20,22,10283.504062818376
2014-01-20,23,9481.6146
2014-01-21,0,9073.810460432687
2014-01-21,1,8978.036732907249
2014-01-21,2,9081.008587513415
2014-01-21,3,9407.73490674788
2014-01-21,4,10061.97392303874
2014-01-21,5,11439.286068202871
2014-01-21,6,13454.02582421875
2014-01-21,7,14339.067317965822
2014-01-21,8,13989.446215450203
2014-01-21,9,13788.952079954675
2014-01-21,10,13561.4449419027
2014-01-21,11,13214.04988106394
2014-01-21,12,12756.650739712417
2014-01-21,13,12286.929864807458
2014-01-21,14,11823.24704062731
2014-01-21,15,11573.751767310512
2014-01-21,16,11689.943244900764
2014-01-21,17,12458.350402824892
2014-01-21,18,13963.130236212368
2014-01-21,19,14355.136511594676
2014-01-21,20,14503.992092787452
2014-01-21,21,14198.158387135183
2014-01-21,22,13435.999526919655
2014-01-21,23,12630.131999999998
2014-01-22,0,12270.451374298467
2014-01-22,1,12151.673685181424
2014-01-22,2,12163.35989666227
2014-01-22,3,12459.801649549743
2014-01-22,4,13008.217293289354
2014-01-22,5,14309.309164529895
2014-01-22,6,16068.9012728876
2014-01-22,7,16567.288364524287
2014-01-22,8,15569.018146685548
2014-01-22,9,14496.813626634525
2014-01-22,10,13608.361569156928
2014-01-22,11,12744.953437144664
2014-01-22,12,12075.832980875415
2014-01-22,13,11633.445670558502
2014-01-22,14,11322.904537932442
2014-01-22,15,11195.49450356859
2014-01-22,16,11392.220986918292
2014-01-22,17,12103.867908244049
2014-01-22,18,13158.390226959378
2014-01-22,19,13255.725783415211
2014-01-22,20,13227.054886005337
2014-01-22,21,12849.501176047344
2014-01-22,22,12102.015825853568
2014-01-22,23,11391.9299
2014-01-23,0,11041.43615117215
2014-01-23,1,10926.090156060924
2014-01-23,2,11113.530080510469
2014-01-23,3,11376.822920529125
2014-01-23,4,12022.608256600835
2014-01-23,5,13256.278885253128
2014-01-23,6,15033.80716870809
2014-01-23,7,15812.565749109628
2014-01-23,8,15617.645778044824
2014-01-23,9,15771.37198855554
2014-01-23,10,16142.2239963338
2014-01-23,11,16347.10476768145
2014-01-23,12,16687.66410784198
2014-01-23,13,17039.223380061565
2014-01-23,14,17242.47508009885
2014-01-23,15,17520.102326738477
2014-01-23,16,18111.73494138008
2014-01-23,17,19106.600978978226
2014-01-23,18,20119.45840891643
2014-01-23,19,20051.31457797152
2014-01-23,20,19804.039878371896
2014-01-23,21,19096.89656259853
2014-01-23,22,18046.52456466196
2014-01-23,23,17234.857400000004
2014-01-24,0,16805.311950746407
2014-01-24,1,16635.094408846828
2014-01-24,2,16633.445030806943
2014-01-24,3,16808.658267327282
2014-01-24,4,17287.37793319297
2014-01-24,5,18368.21739188344
2014-01-24,6,19941.550149250776
2014-01-24,7,20511.271561384496
2014-01-24,8,19927.62623972597
2014-01-24,9,19093.74364050679
2014-01-24,10,18062.452928375504
2014-01-24,11,17072.7827094491
2014-01-24,12,16137.741163411589
2014-01-24,13,15290.2242751967
2014-01-24,14,14442.01127394018
2014-01-24,15,13984.718574189576
2014-01-24,16,13942.439365687642
2014-01-24,17,14629.832695369148
2014-01-24,18,16029.368377688252
2014-01-24,19,16333.724837166694
2014-01-24,20,16416.72012127368
2014-01-24,21,16273.028870966436
2014-01-24,22,15767.327417478764
2014-01-24,23,15189.0861
2014-01-25,0,14737.6862940109
2014-01-25,1,14486.569181747462
2014-01-25,2,14409.062528281347
2014-01-25,3,14394.676096480369
2014-01-25,4,14558.510497460671
2014-01-25,5,15011.5912977685
2014-01-25,6,15650.024781062526
2014-01-25,7,16089.09743397665
2014-01-25,8,15832.74221542254
2014-01-25,9,15059.573775248957
2014-01-25,10,14045.256348550796
2014-01-25,11,12853.991565690823
2014-01-25,12,11867.70963920592
2014-01-25,13,11079.478526378294
2014-01-25,14,10522.39546939721
2014-01-25,15,10187.570704532844
2014-01-25,16,10173.740810377976
2014-01-25,17,10554.626169310475
2014-01-25,18,11412.70519994465
2014-01-25,19,11482.582518572452
2014-01-25,20,11396.38076983235
2014-01-25,21,11274.413040067502
2014-01-25,22,10864.607320610285
2014-01-25,23,10351.3373
2014-01-26,0,9927.913848390075
2014-01-26,1,9693.357217160094
2014-01-26,2,9571.643856770856
2014-01-26,3,9528.765987269187
2014-01-26,4,9623.745444326518
2014-01-26,5,9912.14102427879
2014-01-26,6,10356.161008310302
2014-01-26,7,10841.22642126074
2014-01-26,8,11280.11916810772
2014-01-26,9,11305.341696903017
2014-01-26,10,10867.455014102325
2014-01-26,11,10436.790750076378
2014-01-26,12,10152.429884230029
2014-01-26,13,9895.630524823086
2014-01-26,14,9690.085314188913
2014-01-26,15,9582.682417591155
2014-01-26,16,9607.822496853612
2014-01-26,17,9961.252136688105
2014-01-26,18,10966.311784942982
2014-01-26,19,11173.545879579033
2014-01-26,20,10991.562742992564
2014-01-26,21,10649.833628681465
2014-01-26,22,10010.156862377711
2014-01-26,23,9340.447200000002
2014-01-27,0,8940.997557116569
2014-01-27,1,8848.460101158074
2014-01-27,2,9037.0892043612
2014-01-27,3,9430.423810719847
2014-01-27,4,10264.665601271205
2014-01-27,5,11869.571665463502
2014-01-27,6,14224.47831150165
2014-01-27,7,15520.791697877174
2014-01-27,8,15402.601097653283
2014-01-27,9,15319.970884795322
2014-01-27,10,15212.691566649411
2014-01-27,11,14941.464102940196
2014-01-27,12,14649.223518996076
2014-01-27,13,14392.672142309768
2014-01-27,14,14346.012836606298
2014-01-27,15,14844.552687222696
2014-01-27,16,15617.33575727287
2014-01-27,17,16786.28363061183
2014-01-27,18,18160.82232281164
2014-01-27,19,18472.186907786112
2014-01-27,20,18414.671557751102
2014-01-27,21,17872.406932127382
2014-01-27,22,17002.965344737757
2014-01-27,23,16190.9363
2014-01-28,0,15855.746634641457
2014-01-28,1,15855.754240329336
2014-01-28,2,15948.382924953592
2014-01-28,3,16110.7217152708
2014-01-28,4,16617.583687895367
2014-01-28,5,17797.535563959576
2014-01-28,6,19486.168070958352
2014-01-28,7,20039.484714533646
2014-01-28,8,19534.53610994718
2014-01-28,9,19093.34542854088
2014-01-28,10,18433.0753617927
2014-01-28,11,17416.646931071653
2014-01-28,12,16673.473650943568
2014-01-28,13,16105.213193731975
2014-01-28,14,15599.08394464258
2014-01-28,15,15434.637539359132
2014-01-28,16,15513.472408402244
2014-01-28,17,16378.77145833296
2014-01-28,18,18015.3840366422
2014-01-28,19,18455.65661993325
2014-01-28,20,18470.165887295865
2014-01-28,21,18103.544698356804
2014-01-28,22,17165.105648150082
2014-01-28,23,16489.5294
2014-01-29,0,16187.9821634783
2014-01-29,1,16234.225063666716
2014-01-29,2,16429.77841365713
2014-01-29,3,16740.95123304576
2014-01-29,4,17339.55127287566
2014-01-29,5,18515.935032724123
2014-01-29,6,20216.979015680547
2014-01-29,7,20644.91958766509
2014-01-29,8,19748.75240532451
2014-01-29,9,18481.13199795233
2014-01-29,10,17201.237101306524
2014-01-29,11,16014.11339062476
2014-01-29,12,15003.012397063723
2014-01-29,13,14207.837525232151
2014-01-29,14,13601.49751693194
2014-01-29,15,13380.619691291762
2014-01-29,16,13646.312425781172
2014-01-29,17,14554.220039280544
2014-01-29,18,16154.62309761889
2014-01-29,19,16640.40729956434
2014-01-29,20,16788.53153832448
2014-01-29,21,16470.828452907743
2014-01-29,22,15645.05163168514
2014-01-29,23,14925.912599999996
2014-01-30,0,14556.273408399878
2014-01-30,1,14513.961589902829
2014-01-30,2,14602.595127627268
2014-01-30,3,14849.800421936405
2014-01-30,4,15445.451409728808
2014-01-30,5,16536.00947197617
2014-01-30,6,18227.943375971943
2014-01-30,7,18504.882658783936
2014-01-30,8,17726.66296365387
2014-01-30,9,17149.71719171639
2014-01-30,10,16349.953477435069
2014-01-30,11,15315.75292747512
2014-01-30,12,14257.514764995898
2014-01-30,13,13346.16478587473
2014-01-30,14,12619.569508378148
2014-01-30,15,12164.18418433517
2014-01-30,16,12106.144460689378
2014-01-30,17,12475.036350106133
2014-01-30,18,13504.56953832471
2014-01-30,19,13542.4082120616
2014-01-30,20,13324.32699061254
2014-01-30,21,12830.598838060185
2014-01-30,22,11943.422211514586
2014-01-30,23,11008.881400000002
2014-01-31,0,10383.412829234923
2014-01-31,1,10042.048343321549
2014-01-31,2,9817.058792308377
2014-01-31,3,9735.930334432742
2014-01-31,4,9949.97428617788
2014-01-31,5,10777.297193327597
2014-01-31,6,12140.904049546829
2014-01-31,7,12518.407131430764
2014-01-31,8,12075.57420487991
2014-01-31,9,11751.307459059002
2014-01-31,10,11429.806356601064
2014-01-31,11,11136.626654023845
2014-01-31,12,10873.222295801685
2014-01-31,13,10784.420985802602
2014-01-31,14,10619.933286817655
2014-01-31,15,10473.521016844768
2014-01-31,16,10420.845385413688
2014-01-31,17,10562.593186701124
2014-01-31,18,11172.834609885447
2014-01-31,19,11084.427917072222
2014-01-31,20,10804.267534393655
2014-01-31,21,10440.146229232749
2014-01-31,22,9866.925643589737
2014-01-31,23,9178.816399999998
2014-02-01,0,8572.531099857208
2014-02-01,1,8175.936075135705
2014-02-01,2,7891.520511897577
2014-02-01,3,7795.119994981203
2014-02-01,4,7861.224863836511
2014-02-01,5,8186.404607413348
2014-02-01,6,8741.295272465482
2014-02-01,7,9453.413724933553
2014-02-01,8,10194.224945958702
2014-02-01,9,10975.088513578025
2014-02-01,10,11365.779294625185
2014-02-01,11,11448.53218450104
2014-02-01,12,11276.07974372538
2014-02-01,13,11008.573479285986
2014-02-01,14,10810.00302693325
2014-02-01,15,10746.685055154509
2014-02-01,16,10879.984666413531
2014-02-01,17,11395.30801978828
2014-02-01,18,12262.59642237816
2014-02-01,19,12397.190385837925
2014-02-01,20,12339.835015391827
2014-02-01,21,12192.561425928136
2014-02-01,22,11859.3360642686
2014-02-01,23,11507.770300000002
2014-02-02,0,11288.448390968158
2014-02-02,1,11198.684995588555
2014-02-02,2,11243.78230844534
2014-02-02,3,11445.202781821845
2014-02-02,4,11790.989598606264
2014-02-02,5,12400.448467408853
2014-02-02,6,13168.205694863378
2014-02-02,7,14095.480580525636
2014-02-02,8,15083.366869893018
2014-02-02,9,15813.997427817769
2014-02-02,10,16155.781015652648
2014-02-02,11,16347.260348081609
2014-02-02,12,16572.19497881625
2014-02-02,13,16753.893581902725
2014-02-02,14,16873.891528370856
2014-02-02,15,16897.171493563652
2014-02-02,16,17114.612202510223
2014-02-02,17,17441.678125570037
2014-02-02,18,17668.507887445754
2014-02-02,19,17631.99900603722
2014-02-02,20,17465.636183531908
2014-02-02,21,17188.846233464268
2014-02-02,22,16208.68772081194
2014-02-02,23,15275.0354
2014-02-03,0,14768.118517971743
2014-02-03,1,14519.525020846912
2014-02-03,2,14431.740239560328
2014-02-03,3,14549.311312339723
2014-02-03,4,14942.09528809812
2014-02-03,5,15940.706915117997
2014-02-03,6,17375.17845252539
2014-02-03,7,17816.511612973307
2014-02-03,8,17338.531413555935
2014-02-03,9,17163.339549794837
2014-02-03,10,16909.641611978423
2014-02-03,11,16460.358990078086
2014-02-03,12,15834.022289994413
2014-02-03,13,15272.86993039408
2014-02-03,14,14714.20243575752
2014-02-03,15,14408.12584597843
2014-02-03,16,14632.069223219389
2014-02-03,17,15341.36070249022
2014-02-03,18,16298.457656729348
2014-02-03,19,16354.42237897818
2014-02-03,20,16104.928213070549
2014-02-03,21,15400.933104119764
2014-02-03,22,14254.589309837438
2014-02-03,23,13177.1927
2014-02-04,0,12557.818275114392
2014-02-04,1,12242.434558367706
2014-02-04,2,12157.997593583585
2014-02-04,3,12262.468674477395
2014-02-04,4,12664.327400126316
2014-02-04,5,13681.74395159428
2014-02-04,6,15194.916191551436
2014-02-04,7,15694.88782800502
