DATE,HOUR,KW
2015-03-21,8,10782.969175883722
2015-03-21,9,11150.6122322592
2015-03-21,10,11238.275457472108
2015-03-21,11,11057.715369550173
2015-03-21,12,10692.419535284216
2015-03-21,13,10302.72224519049
2015-03-21,14,10144.363841070335
2015-03-21,15,10144.583366867935
2015-03-21,16,10189.57318003074
2015-03-21,17,10274.12747463053
2015-03-21,18,10515.10669986007
2015-03-21,19,10625.506811833398
2015-03-21,20,10379.799590076538
2015-03-21,21,9904.907764302212
2015-03-21,22,9294.115000000002
2015-03-21,23,8753.358645860813
2015-03-22,0,8351.417746094765
2015-03-22,1,8112.2277265533585
2015-03-22,2,8009.203190916352
2015-03-22,3,8020.897110326318
2015-03-22,4,8201.791844696638
2015-03-22,5,8578.522957255556
2015-03-22,6,9080.913241759405
2015-03-22,7,9538.24678617966
2015-03-22,8,9985.601784495462
2015-03-22,9,10187.456250278285
2015-03-22,10,10229.26384805876
2015-03-22,11,10166.0609181232
2015-03-22,12,9997.363067012891
2015-03-22,13,9832.333904042653
2015-03-22,14,9712.134845212287
2015-03-22,15,9728.949254337747
2015-03-22,16,9855.566380014894
2015-03-22,17,9970.361794114358
2015-03-22,18,10248.013062629689
2015-03-22,19,10910.810209538007
2015-03-22,20,10634.169645919052
2015-03-22,21,9864.088523255983
2015-03-22,22,8916.972999999998
2015-03-22,23,8246.849270417346
2015-03-23,0,7903.272512361767
2015-03-23,1,7787.105025603749
2015-03-23,2,7859.861225716274
2015-03-23,3,8177.95720652884
2015-03-23,4,9082.162386410337
2015-03-23,5,10656.375960716032
2015-03-23,6,11393.647943493772
2015-03-23,7,11105.821550755389
2015-03-23,8,10987.459699921892
2015-03-23,9,10986.686059190812
2015-03-23,10,10972.153467267452
2015-03-23,11,10960.29084747328
2015-03-23,12,11039.60375093232
2015-03-23,13,11108.095744481414
2015-03-23,14,11182.520147440788
2015-03-23,15,11369.461843826954
2015-03-23,16,11534.386635344476
2015-03-23,17,11511.504148212549
2015-03-23,18,11503.270482204704
2015-03-23,19,11960.486103712396
2015-03-23,20,11537.044392580843
2015-03-23,21,10572.409696541978
2015-03-23,22,9394.572
2015-03-23,23,8600.005695099673
2015-03-24,0,8175.391531517431
2015-03-24,1,7914.289087294312
2015-03-24,2,7868.69014091093
2015-03-24,3,8074.138906438642
2015-03-24,4,8857.352689660289
2015-03-24,5,10246.171420406912
2015-03-24,6,10895.546890316007
2015-03-24,7,10720.037435626047
2015-03-24,8,10801.114224960822
2015-03-24,9,11082.792107126608
2015-03-24,10,11307.828617717518
2015-03-24,11,11556.850138546984
2015-03-24,12,11904.90281849543
2015-03-24,13,12141.6072941044
2015-03-24,14,12494.4190445374
2015-03-24,15,12805.012821469316
2015-03-24,16,12961.546977704757
2015-03-24,17,12838.468380379452
2015-03-24,18,12712.081240182935
2015-03-24,19,13050.537647338562
2015-03-24,20,12520.1984785573
2015-03-24,21,11334.40604553814
2015-03-24,22,10073.154
2015-03-24,23,9143.584828803538
2015-03-25,0,8576.053988555299
2015-03-25,1,8222.020384512114
2015-03-25,2,8089.515079370059
2015-03-25,3,8262.190557214823
2015-03-25,4,8904.303641668426
2015-03-25,5,10247.68586279658
2015-03-25,6,10854.677362187378
2015-03-25,7,10761.598097489608
2015-03-25,8,10976.097826636124
2015-03-25,9,11305.366908784372
2015-03-25,10,11660.743593791922
2015-03-25,11,11962.890151088592
2015-03-25,12,12290.338522785856
2015-03-25,13,12618.84992907292
2015-03-25,14,12921.939436467255
2015-03-25,15,13190.6152508289
2015-03-25,16,13189.381368274851
2015-03-25,17,12841.122361905029
2015-03-25,18,12745.705903127558
2015-03-25,19,13036.874909834349
2015-03-25,20,12563.677152653709
2015-03-25,21,11501.816967921104
2015-03-25,22,10278.1968
2015-03-25,23,9396.438168513478
2015-03-26,0,8756.169466950989
2015-03-26,1,8285.680238972951
2015-03-26,2,8034.939977783214
2015-03-26,3,8112.654196514691
2015-03-26,4,8804.202880204452
2015-03-26,5,10175.90664637403
2015-03-26,6,10952.948619344548
2015-03-26,7,10894.136754113197
2015-03-26,8,11063.19926306473
2015-03-26,9,11139.121631848391
2015-03-26,10,11059.875756775067
2015-03-26,11,10941.06823868431
2015-03-26,12,10935.939539498098
2015-03-26,13,10827.685445417656
2015-03-26,14,10684.670535714362
2015-03-26,15,10694.726752652126
2015-03-26,16,10671.40150932025
2015-03-26,17,10604.123939839115
2015-03-26,18,10806.879897285342
2015-03-26,19,11462.963583357856
2015-03-26,20,11188.77418956266
2015-03-26,21,10330.508949824549
2015-03-26,22,9375.841500000002
2015-03-26,23,8768.612029725762
2015-03-27,0,8470.07029808337
2015-03-27,1,8357.195883074897
2015-03-27,2,8421.310669294751
2015-03-27,3,8735.046975430316
2015-03-27,4,9620.389457673844
2015-03-27,5,11252.231605659905
2015-03-27,6,11993.453024769664
2015-03-27,7,11642.895179256828
2015-03-27,8,11389.829941516313
2015-03-27,9,11233.694889215983
2015-03-27,10,11034.46730881542
2015-03-27,11,10873.445270422264
2015-03-27,12,10802.231017555678
2015-03-27,13,10684.996346444994
2015-03-27,14,10614.365970017498
2015-03-27,15,10617.031254992517
2015-03-27,16,10553.123294819716
2015-03-27,17,10398.045428891925
2015-03-27,18,10349.635793207704
2015-03-27,19,10772.85937737746
2015-03-27,20,10494.98320035532
2015-03-27,21,9910.911153209556
2015-03-27,22,9175.391
2015-03-27,23,8453.464717698449
2015-03-28,0,8173.373191781365
2015-03-28,1,7999.558806219323
2015-03-28,2,7972.12473916509
2015-03-28,3,8071.10882689065
2015-03-28,4,8477.054673604898
2015-03-28,5,9066.812018254594
2015-03-28,6,9754.501329473162
2015-03-28,7,10196.456550708685
2015-03-28,8,10381.25933509128
2015-03-28,9,10387.79577615303
2015-03-28,10,10288.590429295453
2015-03-28,11,10201.65605585138
2015-03-28,12,10110.25643022102
2015-03-28,13,10199.975638780184
2015-03-28,14,10387.594666625782
2015-03-28,15,10629.619023501951
2015-03-28,16,10878.014506838455
2015-03-28,17,10928.773685918444
2015-03-28,18,10850.33372981891
2015-03-28,19,11172.582595961096
2015-03-28,20,10833.197075900856
2015-03-28,21,10124.389714861696
2015-03-28,22,9340.1643
2015-03-28,23,8614.445048906991
2015-03-29,0,8005.781993583075
2015-03-29,1,7661.454994422211
2015-03-29,2,7464.237092995614
2015-03-29,3,7396.429964464929
2015-03-29,4,7509.955106872698
2015-03-29,5,7839.122431149624
2015-03-29,6,8171.639831431357
2015-03-29,7,8727.26952305416
2015-03-29,8,9251.120458544188
2015-03-29,9,9577.340563924014
2015-03-29,10,9835.468398236124
2015-03-29,11,10123.205112273865
2015-03-29,12,10420.110098331288
2015-03-29,13,10751.48306556358
2015-03-29,14,11167.19779415499
2015-03-29,15,11603.177315550449
2015-03-29,16,11992.00671872055
2015-03-29,17,12106.640144305116
2015-03-29,18,12047.417231412384
2015-03-29,19,12433.779435254
2015-03-29,20,12015.072667415085
2015-03-29,21,11006.26958541622
2015-03-29,22,9767.903099999998
2015-03-29,23,8808.243208210095
2015-03-30,0,8237.560340741305
2015-03-30,1,7910.686989436653
2015-03-30,2,7770.511499357113
2015-03-30,3,7908.060202683331
2015-03-30,4,8583.510002529141
2015-03-30,5,9927.291377801545
2015-03-30,6,10534.65596632725
2015-03-30,7,10530.199392819704
2015-03-30,8,10835.582459869653
2015-03-30,9,11170.812096319998
2015-03-30,10,11371.060038851072
2015-03-30,11,11540.128559946865
2015-03-30,12,11677.082078979316
2015-03-30,13,11756.205523958017
2015-03-30,14,11847.544488827578
2015-03-30,15,12026.246190997512
2015-03-30,16,12140.681093874062
2015-03-30,17,12128.634939865142
2015-03-30,18,12256.032269706153
2015-03-30,19,12683.663537917177
2015-03-30,20,12186.017848731091
2015-03-30,21,11068.704599812208
2015-03-30,22,9859.499299999998
2015-03-30,23,8989.748370718939
2015-03-31,0,8505.047227100142
2015-03-31,1,8245.693430167827
2015-03-31,2,8119.306124918872
2015-03-31,3,8273.09753773754
2015-03-31,4,8913.439509313352
2015-03-31,5,10244.0854147359
2015-03-31,6,10897.680914534389
2015-03-31,7,10881.54557913555
2015-03-31,8,11223.415291268118
2015-03-31,9,11716.411313319872
2015-03-31,10,12227.818312959327
2015-03-31,11,12660.316854246048
2015-03-31,12,13256.352639561575
2015-03-31,13,13724.888503089443
2015-03-31,14,14109.537357102176
2015-03-31,15,14430.007842081
2015-03-31,16,14458.832320863115
2015-03-31,17,14058.221231858708
2015-03-31,18,13633.717136837342
2015-03-31,19,13826.073260982152
2015-03-31,20,13178.48449638575
2015-03-31,21,11879.901639124872
2015-03-31,22,10522.876
2015-03-31,23,9564.580945932532
2015-04-01,0,9003.690289210339
2015-04-01,1,8642.941734111218
2015-04-01,2,8432.227494455594
2015-04-01,3,8527.502244303774
2015-04-01,4,9122.467915104671
2015-04-01,5,10521.043189161845
2015-04-01,6,11317.400264320948
2015-04-01,7,11241.0980685782
2015-04-01,8,11489.69699559727
2015-04-01,9,11769.492134019803
2015-04-01,10,12069.91892586871
2015-04-01,11,12310.959561685202
2015-04-01,12,12531.710572804805
2015-04-01,13,12738.963295004556
2015-04-01,14,12890.771426872388
2015-04-01,15,12899.92410531603
2015-04-01,16,12792.163382389244
2015-04-01,17,12600.373664616836
2015-04-01,18,12591.403576584227
2015-04-01,19,13038.501902983437
2015-04-01,20,12651.480316959323
2015-04-01,21,11602.208516952238
2015-04-01,22,10323.685100000002
2015-04-01,23,9418.411942660625
2015-04-02,0,8888.764247893785
2015-04-02,1,8585.527939024269
2015-04-02,2,8482.742776126861
2015-04-02,3,8637.66174431421
2015-04-02,4,9398.215929393828
2015-04-02,5,10729.610806028248
2015-04-02,6,11396.096264070628
2015-04-02,7,11398.781076521997
2015-04-02,8,11721.614251641377
2015-04-02,9,12074.322460526484
2015-04-02,10,12530.852826856702
2015-04-02,11,12955.436461170111
2015-04-02,12,13525.480924074369
2015-04-02,13,14034.961059484613
2015-04-02,14,14584.667419617776
2015-04-02,15,15017.793094762785
2015-04-02,16,15141.475404846851
2015-04-02,17,14681.750029606204
2015-04-02,18,14153.423894316087
2015-04-02,19,14302.38167063589
2015-04-02,20,13905.54188561269
2015-04-02,21,12820.936173493224
2015-04-02,22,11478.5205
2015-04-02,23,10461.553097859098
2015-04-03,0,9653.40962746757
2015-04-03,1,9152.136351632278
2015-04-03,2,8870.773872102625
2015-04-03,3,8860.963678756578
2015-04-03,4,9290.053403812884
2015-04-03,5,10257.018947258648
2015-04-03,6,10868.427147311062
2015-04-03,7,11136.512002699912
2015-04-03,8,11575.407557624148
2015-04-03,9,11727.032553440557
2015-04-03,10,11654.119755042597
2015-04-03,11,11730.11130720982
2015-04-03,12,11924.11297060385
2015-04-03,13,11982.804915560548
2015-04-03,14,11976.258724489777
2015-04-03,15,11949.401726250124
2015-04-03,16,11752.46091611742
2015-04-03,17,11310.655643751796
2015-04-03,18,10874.250397300197
2015-04-03,19,11066.235323292129
2015-04-03,20,10713.895187690778
2015-04-03,21,10040.865230595582
2015-04-03,22,9161.622200000002
2015-04-03,23,8393.057386847218
2015-04-04,0,7898.908163465941
2015-04-04,1,7621.534304894229
2015-04-04,2,7469.918279202848
2015-04-04,3,7505.623966832306
2015-04-04,4,7740.974120387696
2015-04-04,5,8179.877850121514
2015-04-04,6,8626.901824441538
2015-04-04,7,9248.72087555836
2015-04-04,8,9794.835700120524
2015-04-04,9,9990.660519794616
2015-04-04,10,9946.320503366873
2015-04-04,11,9822.022394099607
2015-04-04,12,9699.907786632491
2015-04-04,13,9635.234749610174
2015-04-04,14,9676.853589956345
2015-04-04,15,9786.854899247524
2015-04-04,16,9867.74071441648
2015-04-04,17,9764.9421895734
2015-04-04,18,9865.837012732962
2015-04-04,19,10293.711471823615
2015-04-04,20,10090.613406533002
2015-04-04,21,9582.28959946431
2015-04-04,22,8864.0009
2015-04-04,23,8182.440952372402
2015-04-05,0,7704.185914976359
2015-04-05,1,7437.6184080645
2015-04-05,2,7285.482901903721
2015-04-05,3,7266.444409280911
2015-04-05,4,7425.185180112207
2015-04-05,5,7753.333875794449
2015-04-05,6,8265.399544805918
2015-04-05,7,8880.858068765623
2015-04-05,8,9400.17477888628
2015-04-05,9,9663.04734901861
2015-04-05,10,9749.460426743362
2015-04-05,11,9781.909833220783
2015-04-05,12,9628.810385180805
2015-04-05,13,9464.458143243975
2015-04-05,14,9340.95144018512
2015-04-05,15,9313.081981618598
2015-04-05,16,9419.655913518702
2015-04-05,17,9625.930752883874
2015-04-05,18,10054.55958708182
2015-04-05,19,10454.85549260162
2015-04-05,20,10196.17576981058
2015-04-05,21,9467.544043721422
2015-04-05,22,8613.0898
2015-04-05,23,8026.808915578112
2015-04-06,0,7707.966065932959
2015-04-06,1,7568.059623376967
2015-04-06,2,7575.95613075732
2015-04-06,3,7806.842297546638
2015-04-06,4,8547.123976886229
2015-04-06,5,9890.092606541257
2015-04-06,6,10588.336206673725
2015-04-06,7,10639.793004137287
2015-04-06,8,10883.111516786525
2015-04-06,9,11175.474910568008
2015-04-06,10,11423.22377745472
2015-04-06,11,11691.1684068741
2015-04-06,12,12060.19743302549
2015-04-06,13,12430.984798834235
2015-04-06,14,12740.75117329117
2015-04-06,15,13039.9066377273
2015-04-06,16,13212.26228002481
2015-04-06,17,13186.72459481364
2015-04-06,18,13087.07677552141
2015-04-06,19,13457.940705161483
2015-04-06,20,13048.795070576052
2015-04-06,21,11984.3849505727
2015-04-06,22,10707.298
2015-04-06,23,9754.655284091645
2015-04-07,0,9185.169519849733
2015-04-07,1,8772.378671682056
2015-04-07,2,8602.072158443876
2015-04-07,3,8757.569728204233
2015-04-07,4,9437.289645420837
2015-04-07,5,10815.022099889597
2015-04-07,6,11387.871814058484
2015-04-07,7,11381.998703324804
2015-04-07,8,11726.675766127511
2015-04-07,9,12178.084337442371
2015-04-07,10,12631.627935231309
2015-04-07,11,13062.111054178964
2015-04-07,12,13389.03323132234
2015-04-07,13,13589.170635453647
2015-04-07,14,13722.041707162676
2015-04-07,15,13907.173609579071
2015-04-07,16,14031.450108923556
2015-04-07,17,13968.088523064063
2015-04-07,18,13790.470788957382
2015-04-07,19,14094.190508515445
2015-04-07,20,13623.10737863897
2015-04-07,21,12401.657731401565
2015-04-07,22,11031.709000000004
2015-04-07,23,10068.848809605384
2015-04-08,0,9347.061173960345
2015-04-08,1,9034.340952434362
2015-04-08,2,8797.552790697828
2015-04-08,3,8837.455275153903
2015-04-08,4,9468.885465952151
2015-04-08,5,10792.609106865262
2015-04-08,6,11322.42175633598
2015-04-08,7,11365.565829904575
2015-04-08,8,11630.946252199836
2015-04-08,9,12103.487603429528
2015-04-08,10,12449.622219843804
2015-04-08,11,12639.4238695418
2015-04-08,12,12631.27100268814
2015-04-08,13,12515.417892184943
2015-04-08,14,12356.890576795016
2015-04-08,15,12338.487892651872
2015-04-08,16,12378.02656043097
2015-04-08,17,12389.235276339978
2015-04-08,18,12502.085853344575
2015-04-08,19,13008.502524866337
2015-04-08,20,12694.9168748236
2015-04-08,21,11676.4660041364
2015-04-08,22,10469.291299999995
2015-04-08,23,9606.72752085859
2015-04-09,0,9072.922189925548
2015-04-09,1,8742.611224826249
2015-04-09,2,8562.754301848066
2015-04-09,3,8675.973629935768
2015-04-09,4,9339.42306554871
2015-04-09,5,10630.909686311448
2015-04-09,6,11141.264941030107
2015-04-09,7,11269.179905989571
2015-04-09,8,11522.30588118208
2015-04-09,9,11952.351769755076
2015-04-09,10,12362.59221767808
2015-04-09,11,12616.638518856373
2015-04-09,12,12847.843577888669
2015-04-09,13,13228.38628581832
2015-04-09,14,13692.56530434233
2015-04-09,15,14211.70171154252
2015-04-09,16,14263.850481963813
2015-04-09,17,13853.998935985011
2015-04-09,18,13409.950480840322
2015-04-09,19,13449.771241573791
2015-04-09,20,12688.860282842828
2015-04-09,21,11476.103523970058
2015-04-09,22,10113.761
2015-04-09,23,9119.38873260892
2015-04-10,0,8498.552667488513
2015-04-10,1,8130.535069935893
2015-04-10,2,7945.135530483094
2015-04-10,3,8030.198897429976
2015-04-10,4,8595.738368414724
2015-04-10,5,9835.0459353432
2015-04-10,6,10359.192273082002
2015-04-10,7,10393.353302461264
2015-04-10,8,10570.931493540038
2015-04-10,9,10666.215419998482
2015-04-10,10,10695.250439414824
2015-04-10,11,10737.09116180703
2015-04-10,12,10832.81606122583
2015-04-10,13,10842.804572389758
2015-04-10,14,10898.946178950198
2015-04-10,15,11011.065669273545
2015-04-10,16,11013.412037057342
2015-04-10,17,10758.696355376967
2015-04-10,18,10596.735417462349
2015-04-10,19,10954.715975896172
2015-04-10,20,10694.500080323174
2015-04-10,21,10066.092840328603
2015-04-10,22,9199.0786
2015-04-10,23,8511.97993881272
2015-04-11,0,8053.771522545479
2015-04-11,1,7806.989265682651
2015-04-11,2,7658.668529475427
2015-04-11,3,7689.2728112609375
2015-04-11,4,7931.860122283221
2015-04-11,5,8411.697900075598
2015-04-11,6,8858.4720095591
2015-04-11,7,9387.507056317085
2015-04-11,8,9874.713589079138
2015-04-11,9,10165.854391698153
2015-04-11,10,10262.697349370765
2015-04-11,11,10312.330301965132
2015-04-11,12,10267.886156909528
2015-04-11,13,10350.067212566217
2015-04-11,14,10517.825247382065
2015-04-11,15,10716.448897442337
2015-04-11,16,10793.96589987993
2015-04-11,17,10724.174760697206
2015-04-11,18,10671.395751868678
2015-04-11,19,11045.324007006357
2015-04-11,20,10801.47485887475
2015-04-11,21,10195.362106441464
2015-04-11,22,9441.6238
2015-04-11,23,8743.363710281623
2015-04-12,0,8261.989641820654
2015-04-12,1,7952.582790922759
2015-04-12,2,7782.561962769921
2015-04-12,3,7716.964216921449
2015-04-12,4,7808.475034905263
2015-04-12,5,8101.275648713398
2015-04-12,6,8416.952040814198
2015-04-12,7,9016.266862689048
2015-04-12,8,9690.914835654445
2015-04-12,9,10173.868030967236
2015-04-12,10,10470.11264864786
2015-04-12,11,10662.988310359062
2015-04-12,12,10776.979801405849
2015-04-12,13,10979.008339077953
2015-04-12,14,11289.465010459588
2015-04-12,15,11611.708529052765
2015-04-12,16,11921.792558817837
2015-04-12,17,12126.255113490188
2015-04-12,18,12216.635111798125
2015-04-12,19,12670.807071679124
2015-04-12,20,12390.246456139492
2015-04-12,21,11420.503365958028
2015-04-12,22,10229.0222
2015-04-12,23,9369.136380689422
2015-04-13,0,8840.829979095564
2015-04-13,1,8560.771270282812
2015-04-13,2,8461.975131178975
2015-04-13,3,8636.187545146418
2015-04-13,4,9349.859671692551
2015-04-13,5,10660.919560721057
2015-04-13,6,11329.040449641358
2015-04-13,7,11349.185670033436
2015-04-13,8,11601.314490883422
2015-04-13,9,11838.115007893395
2015-04-13,10,11898.17392180664
2015-04-13,11,11878.8087450739
2015-04-13,12,11885.15635428738
2015-04-13,13,11849.608182715085
2015-04-13,14,11797.671640516144
2015-04-13,15,11760.796445875214
2015-04-13,16,11695.518755904435
2015-04-13,17,11561.23381815584
2015-04-13,18,11548.08183324756
2015-04-13,19,11844.088984510088
2015-04-13,20,11438.098876420196
2015-04-13,21,10442.70687389453
2015-04-13,22,9354.3675
2015-04-13,23,8578.29948113777
2015-04-14,0,8113.681072195825
2015-04-14,1,7858.97225820619
2015-04-14,2,7775.291704200257
2015-04-14,3,7937.099746398195
2015-04-14,4,8623.835164639695
2015-04-14,5,9926.192914873136
2015-04-14,6,10507.379678406476
2015-04-14,7,10515.38331223129
2015-04-14,8,10685.584738978225
2015-04-14,9,10875.486489920277
2015-04-14,10,10999.855315081788
2015-04-14,11,10962.682742543577
2015-04-14,12,10945.821251466828
2015-04-14,13,10840.719750471664
2015-04-14,14,10765.829198553218
2015-04-14,15,10769.710488894623
2015-04-14,16,10756.837482919453
2015-04-14,17,10850.72427561029
2015-04-14,18,10971.810074236117
2015-04-14,19,11344.626079911854
2015-04-14,20,10924.199320969952
2015-04-14,21,9983.476749758467
2015-04-14,22,9005.1505
2015-04-14,23,8380.321656950873
2015-04-15,0,7938.101237874212
2015-04-15,1,7728.881044653252
2015-04-15,2,7731.028043762648
2015-04-15,3,7974.868294910711
2015-04-15,4,8713.347039359214
2015-04-15,5,10061.118595728272
2015-04-15,6,10582.997458721044
2015-04-15,7,10539.632237767784
2015-04-15,8,10657.081526393817
2015-04-15,9,10849.943686359682
2015-04-15,10,11000.448623350938
2015-04-15,11,11143.366974741524
2015-04-15,12,11376.050845092048
2015-04-15,13,11608.25967136339
2015-04-15,14,11888.14127399382
2015-04-15,15,12245.192578463428
2015-04-15,16,12459.35766092697
2015-04-15,17,12417.8131326664
2015-04-15,18,12143.090150370772
2015-04-15,19,12363.652657278628
2015-04-15,20,11938.56760422574
2015-04-15,21,10842.060710658165
2015-04-15,22,9665.4917
2015-04-15,23,8820.798278126873
2015-04-16,0,8298.788482644484
2015-04-16,1,8000.905646378159
2015-04-16,2,7880.519616694498
2015-04-16,3,8001.342628527889
2015-04-16,4,8688.35416488136
2015-04-16,5,9973.518520101068
2015-04-16,6,10473.489942114222
2015-04-16,7,10625.904746099315
2015-04-16,8,10929.717598738423
2015-04-16,9,11280.416470171764
2015-04-16,10,11580.923195770403
2015-04-16,11,11891.027161410711
2015-04-16,12,12238.36548294941
2015-04-16,13,12326.427506564678
2015-04-16,14,12276.61900325366
2015-04-16,15,12309.191782434858
2015-04-16,16,12330.978617870223
2015-04-16,17,12261.759562045298
2015-04-16,18,12186.868705608242
2015-04-16,19,12575.781220464356
2015-04-16,20,12180.201406483184
2015-04-16,21,11057.789283515214
2015-04-16,22,9779.9954
2015-04-16,23,8915.347625660586
2015-04-17,0,8435.420441767374
2015-04-17,1,8151.3037686588195
2015-04-17,2,8002.747409862069
2015-04-17,3,8123.767088706612
2015-04-17,4,8728.118818445519
2015-04-17,5,9943.53489098187
2015-04-17,6,10501.099051926629
2015-04-17,7,10661.857250264406
2015-04-17,8,10931.897076525494
2015-04-17,9,11274.865496080956
2015-04-17,10,11461.595558239407
2015-04-17,11,11555.326704476036
2015-04-17,12,11694.919408183436
2015-04-17,13,11712.579766689858
2015-04-17,14,11651.16713203762
2015-04-17,15,11719.339111624373
2015-04-17,16,11699.638088790656
2015-04-17,17,11613.966949656644
2015-04-17,18,11539.413275284938
2015-04-17,19,11536.737812132522
2015-04-17,20,11120.600391803073
2015-04-17,21,10351.481101336703
2015-04-17,22,9467.5137
2015-04-17,23,8776.269908633056
2015-04-18,0,8319.500360194319
2015-04-18,1,7910.123646700767
2015-04-18,2,7725.588063757182
2015-04-18,3,7712.517970155794
2015-04-18,4,7968.673914988264
2015-04-18,5,8360.396143719376
2015-04-18,6,8696.767044206988
2015-04-18,7,9427.493561333671
2015-04-18,8,10222.771971859764
2015-04-18,9,10849.215005137065
2015-04-18,10,11301.827700072428
2015-04-18,11,11681.012650380955
2015-04-18,12,11940.919364015714
2015-04-18,13,12189.094308612795
2015-04-18,14,12539.370099124317
2015-04-18,15,12827.857352486624
2015-04-18,16,12734.84861515297
2015-04-18,17,12316.112990970683
2015-04-18,18,11873.147294550989
2015-04-18,19,11223.405640906718
2015-04-18,20,10492.176796488406
2015-04-18,21,9770.440168131438
2015-04-18,22,8982.890600000002
2015-04-18,23,8292.821629683294
2015-04-19,0,7818.6938711331
2015-04-19,1,7510.604451387016
2015-04-19,2,7358.447915716894
2015-04-19,3,7314.024533430124
2015-04-19,4,7406.564099394675
2015-04-19,5,7686.562825648671
2015-04-19,6,7984.001526175226
2015-04-19,7,8665.984424181268
2015-04-19,8,9297.992272837237
2015-04-19,9,9788.212807536169
2015-04-19,10,10182.04054533808
2015-04-19,11,10514.203593646918
2015-04-19,12,10735.578522908914
2015-04-19,13,10905.376428517662
2015-04-19,14,11160.745230109716
2015-04-19,15,11377.987030205324
2015-04-19,16,11523.432684573996
2015-04-19,17,11482.349742720897
2015-04-19,18,11277.781129932697
2015-04-19,19,11517.249033614344
2015-04-19,20,11200.617790296215
2015-04-19,21,10177.67728397535
2015-04-19,22,9005.3307
2015-04-19,23,8146.415532407002
2015-04-20,0,7674.183361933249
2015-04-20,1,7427.227926993186
2015-04-20,2,7376.2240169217985
2015-04-20,3,7596.469668589186
2015-04-20,4,8329.337983839921
2015-04-20,5,9661.360859490973
2015-04-20,6,10171.520212582778
2015-04-20,7,10242.279763776398
2015-04-20,8,10441.590884911768
2015-04-20,9,10658.915654986924
2015-04-20,10,10750.393545285764
2015-04-20,11,10808.722735506248
2015-04-20,12,10886.114305003644
2015-04-20,13,10926.50751484668
2015-04-20,14,11008.263885604723
2015-04-20,15,11182.06935105733
2015-04-20,16,11279.48927732957
2015-04-20,17,11243.340313951072
2015-04-20,18,11120.185271777797
2015-04-20,19,11506.32812266494
2015-04-20,20,11091.34701533992
2015-04-20,21,10028.361531565584
2015-04-20,22,8917.606099999999
2015-04-20,23,8240.939912672295
2015-04-21,0,7849.786492888807
2015-04-21,1,7647.617970404578
2015-04-21,2,7584.989805290356
2015-04-21,3,7784.95972843468
2015-04-21,4,8505.982902142548
2015-04-21,5,9917.423963779527
2015-04-21,6,10363.929515810998
2015-04-21,7,10427.311930155598
2015-04-21,8,10600.726959291624
2015-04-21,9,10811.155161599982
2015-04-21,10,10847.731440271044
2015-04-21,11,10929.867441572313
2015-04-21,12,10986.549360350153
2015-04-21,13,10952.3619250432
2015-04-21,14,10968.779810263864
2015-04-21,15,11168.574769965096
2015-04-21,16,11245.041597920244
2015-04-21,17,11238.217719793764
2015-04-21,18,11187.411291024764
2015-04-21,19,11689.602935226992
2015-04-21,20,11364.66209141002
2015-04-21,21,10378.422467937904
2015-04-21,22,9290.2864
2015-04-21,23,8558.554182527534
2015-04-22,0,8146.999709268
2015-04-22,1,7867.570333147798
2015-04-22,2,7852.51173360075
2015-04-22,3,8032.315898790142
2015-04-22,4,8739.064261213369
2015-04-22,5,10099.679443981611
2015-04-22,6,10513.129334475232
2015-04-22,7,10677.720970165925
2015-04-22,8,11018.996599524104
2015-04-22,9,11492.056469163692
2015-04-22,10,11675.558068515791
2015-04-22,11,11740.700629859048
2015-04-22,12,11902.17994041008
2015-04-22,13,12132.52113894678
2015-04-22,14,12433.900089561748
2015-04-22,15,12670.061204847412
2015-04-22,16,12661.03929510744
2015-04-22,17,12509.852448529162
2015-04-22,18,12396.450735429022
2015-04-22,19,12598.160398871016
2015-04-22,20,12180.854847374743
2015-04-22,21,11118.50526965356
2015-04-22,22,9997.9557
2015-04-22,23,9147.666523412712
2015-04-23,0,8662.313907208623
2015-04-23,1,8381.087968056543
2015-04-23,2,8268.717323149149
2015-04-23,3,8392.82819578672
2015-04-23,4,9102.407405375288
2015-04-23,5,10396.613814876731
2015-04-23,6,10950.95649238068
2015-04-23,7,11071.096294682053
2015-04-23,8,11312.59891277374
2015-04-23,9,11552.614423861209
2015-04-23,10,11721.455543567106
2015-04-23,11,11826.094288656172
2015-04-23,12,11992.372358267288
2015-04-23,13,12186.275727888751
2015-04-23,14,12324.58131885296
2015-04-23,15,12422.532932491393
2015-04-23,16,12421.39914314824
2015-04-23,17,12331.364968456928
2015-04-23,18,12299.87816149408
2015-04-23,19,12673.787554083883
2015-04-23,20,12319.80010791002
2015-04-23,21,11358.704781689205
2015-04-23,22,10182.443299999995
2015-04-23,23,9357.327313570282
2015-04-24,0,8870.760812627223
2015-04-24,1,8565.354256178522
2015-04-24,2,8454.191405992386
2015-04-24,3,8570.008424676971
2015-04-24,4,9250.373171045703
2015-04-24,5,10511.590279848122
2015-04-24,6,11153.173885128355
2015-04-24,7,11169.934624191885
2015-04-24,8,11397.219237336974
2015-04-24,9,11669.657640998608
2015-04-24,10,11884.084695580555
2015-04-24,11,11988.039237385805
2015-04-24,12,11951.56598317931
2015-04-24,13,11819.044250872024
2015-04-24,14,11728.971961944462
2015-04-24,15,11674.84389132656
2015-04-24,16,11703.012062470623
